标题,内容,点赞,收藏,评论,笔记链接,图片链接,作者,keyword:洛阳 自由行 攻略,2025年02月28日 13:54
去洛阳前听点大实话吧，真去过才敢说……,"感谢我的洛阳本地姐妹👫，知道最近我要去洛阳，为我整理了洛阳超全旅游攻略，超感动的😭😭😭
想去的别错过这篇洛阳景点挺多的，但是很容易踩坑，做了攻略还踩坑了，更别说不做攻略直接来了😭！把洛阳旅游真实现状整理出来‼️说些大实话！希望对近期有计划来洛阳旅游的宝子们有所帮助🤓
	
🌟放心去：
🔥老君山：老君山日出🌄和日落🌅都很美，不过不在洛阳市区，需要坐大巴或者报团去。
🔥龙门石窟：历史气息扑面而来，需要请个讲解来懂他的历史，在洛龙区，距离高铁站近。
🔥白马寺：四国风格寺庙，香火旺盛，拍照也很出片，里面还有个免费茶馆可以喝茶
🔥洛阳博物馆：馆藏丰富，周一闭馆，提前三天预约，附近就是隋唐遗址植物园，想去的可以一起逛。
🔥隋唐大运河博物馆：周一闭馆，旋转楼梯很出片！大运河全貌画卷也很好看!！
🔥白云山：景区很大，能玩的地方很多，不在市区，需要坐大巴或报团
⚠️其他事项：
❣️洛阳是一个适合慢游的城市，不太适合特种兵式旅游，很多景区慢下来才能感受到它的意义，感受这座城市的文化底蕴。
❣️关于饮食：只能说千人千味，很多饮食是本地人从小吃到大的，不会合每个人的口味，洛阳水席就是汤汤水水，酸辣的，胡椒味重，牛肉汤记得自己放盐，不管吃什么，自己喜欢就好
❣️zui后，希望大家都有一个愉快的旅程
#远赴人间惊鸿宴 #穷游攻略 #老君山攻略 #洛阳旅游攻略 #小众旅行地 #旅游不踩坑 #洛阳美食 #洛阳避坑 #洛阳博物馆",35,30,3,https://www.xiaohongshu.com/explore/67b31ec8000000002503f9d9?xsec_token=AB7ssgT-_LuacMgURsNqPOmbar3quvhI6zNTrghynxeLk=&xsec_source=pc_search&source=web_explore_feed,https://sns-webpic-qc.xhscdn.com/202502281357/928e0c3667972b29b7a476a6799aa11d/1040g2sg31e0jo1kth0dg5p91dvqp2o0rdgsqjug!nd_dft_wlteh_webp_3,爱旅游的小白菜,,
河南|郑州-洛阳-开封六天五晚精华路线推荐,"春节假后终于去了一趟河南，感受中原文化深厚的历史。期间做了不少攻略，于是总结了这一份郑州-洛阳-开封六天五晚精华路线攻略。
	
✅郑州：1天1夜
河南博物院一定提前约，没约上就直奔《只有河南》
📍只有河南幻城剧场
🎫门票：1日普通票290元，可看一个主剧
主剧非常值得，小剧基本都得排队，喜好见仁见智
✈️交通：推荐12306上购买郑州东-绿博园动车，7元18分钟，然后打车
	
✅洛阳：3天2夜
D1：洛阳龙门站-龙门石窟-洛邑古城/应天门夜景
D2：老君山
D3：白马寺-天堂明堂-应天门-开封北站
把三个城市之间的交通中转放在了第一天上午和第三天下午，保留完整的第二天去老君山(早起晚归)，如果不去老君山可在洛阳少停留一天
🏠住宿：住宿推荐解放路站附近，在两条地铁线中转站，去车站和景区都方便
	
📍老君山
春节期间限流导致黄牛和旅行社加价卖票，其实过了春节完全没必要，线下可以直接扫码购票，免票人员无需预约直接去！推荐报团大巴往返省事(¥88)，车上可以买旅行社门票(100)+一级索道(130)到手优惠价180。
懒人晚班时间参考:9-10点上车，13点到景区，18点左右看完亮灯后立马下山，20点集合返程
	
📍天堂明堂、应天门、丽景门、九州池
都在古城附近，风格很像，但里面内容不多，不太值门票，选择性看一两个就好。
	
✅开封：2天2夜
D1：清明上河园/万岁山武侠城-鼓楼夜市
D2：大相国寺-山陕甘会馆-铁塔/繁塔-龙亭
	
❗️开封其实就像一个四线小县城，虽然历史曾无限风光(北宋时期世界第一大都市)，但保留下来的历史古迹很少，所以不如干脆去清明上河园(强推)和万岁山武侠城看演出，有时间就各一天，如果多出半天就去古城逛逛。
	
‼️开封没有地铁，打车很便宜，但非常难打上，而且基本都是老旧出租车！满大街都是三蹦子电动车，随意喊价，推荐骑共享电动车。
	
📍清明上河园
个人最喜欢的节目反而是小众的「火神冲浪」(p10-11)，打着火花冲浪简直不要太帅，这里的打铁花私以为比园区主打的「大宋盛世铁花秀」更好看。
📍鼓楼夜市就是三轮车小吃摊合集，可不去
📍大相国寺、开封寺、包公祠都是近代重建的仿造古建，可看可不看。
📍山陕甘会馆低调小众，其200年历史在同行衬托下反而更实在；
📍真古迹就去看铁塔和繁塔，都有千年历史。
📍龙亭也是仿古建，地下叠着历朝皇宫，门口就很美，没必要进。
#河南旅游攻略  #洛阳旅行 #开封旅行 #郑州旅行#老君山 #龙门石窟",239,388,24,https://www.xiaohongshu.com/explore/67aa44ef000000001800fd1b?xsec_token=ABdL3mhvbzbRgUm7Z7Ar9CZs09yFEGQ0r6QBqVt_8D60A=&xsec_source=pc_search&source=web_explore_feed,https://sns-webpic-qc.xhscdn.com/202502281357/c0dd9c036c5c30ef6b3d56a7e8a2146f/1040g2sg31dnv51i80udg5obg0q1nvo36aqt97tg!nd_dft_wlteh_webp_3,起风了,,
离开洛阳的后劲比失恋还大😭 附3日游攻略❗️,"人道洛阳花似锦
而洛阳的夜景
堪称绝色
这便是 李白绣口中的盛世大唐
	
～
🚶 游玩路线：
Day 1️⃣: 隋唐洛阳城风华
九洲池 → 明堂·天堂 → 应天门
Day 2️⃣: 古寺与老街的交融
白马寺 → 朱樱塔→ 隋唐大运河博物馆 → 鼓楼→ 丽景门 → 十字街
Day 3️⃣: 历史与自然的邂逅
洛阳博物馆 → 龙门石窟
	
～
1️⃣ 九洲池 P5
皇家园林，是皇家宴乐、游赏胜地。目前有仿古建筑和水景，拍照很出片；
🎫门票：30r；
	
2️⃣ 明堂·天堂 P1
明堂：“万象神宫”，是布政、祭祀、朝会场所；
天堂：武则天礼佛的之地
现今重现唐宫辉煌，内部有展览和表演。
🎫门票：90r；
	
3️⃣ 应天门 P1、6
隋唐洛阳城宫城正门。夜景绝美的盛世大唐，每周末会有人造雪；
🎫 门票：上到二层：60r
以上三个景区都去可以选择套票；
	
/
4️⃣ 白马寺 P2、11
佛教传入中国后的第一座官办寺院，拍照很震撼；
🎫 门票：35r
5️⃣ 朱樱塔 P4
“朱樱绿柳洛河滨”，洛河畔的标志性建筑；
6️⃣ 隋唐大运河文化博物馆 P8-9
了解隋唐大运河的历史变迁，馆内展品很丰富；
提前预约，周一闭馆；
	
7️⃣ 鼓楼 P10
始建于明代，历史悠久的古建筑，目前不能上去；
8️⃣ 丽景门 P7
始建于隋代，洛阳古城的西大门，很特别的建筑；
9️⃣ 十字街
美食街，洛阳最古老的街道之一，可边逛边吃；
	
/
1️⃣0️⃣ 洛阳博物馆
馆藏丰富，有唐三彩黑釉马、曹魏白玉杯等镇馆之宝；
提前预约，周一闭馆；
1️⃣1️⃣ 龙门石窟  P3、12
世界文化遗产，还有著名的卢舍那大佛。河对面拍过去很震撼；
🎫 门票：90r
	
～
✔️ 游玩Tips：
① 龙门石窟离洛阳龙门高铁站很近，景区可免费寄存行李；
② 门票预订：博物馆和热门景点，提前预约订票；
	
#来中国就要这样玩 #chinatravel #一眼就心动的中国古建#我在家乡当游客 #不早起旅行日记 #新年旅行第一站 #打工人的春节staycation#新年版citywalk #反向旅行出门溜溜  #出发就是最好的计划 #洛阳旅行 #旅行攻略 #硬控老外的中式旅行地",1796,1357,121,https://www.xiaohongshu.com/explore/6792694a0000000029018787?xsec_token=AB1TJgcaZGoWjZTjcQ2gcPIn40zlfQMkVs1byWpF1Rx7E=&xsec_source=pc_search&source=web_explore_feed,https://sns-webpic-qc.xhscdn.com/202502281357/00d18cab076b2ef71f1c4bf2d5a1915c/notes_pre_post/1040g3k831d0ligqog8705p3dl2dap4a51qt4j70!nd_dft_wlteh_webp_3,珊瑚大玉儿,,
真心提醒2-3🈷️去洛阳的姐妹👭，注意‼️,"一部洛阳史，半部华夏史”
如果真有一个地方可以穿越，那必然是洛阳，满街随处可见“神女”🤩🤩🤩
在这座城市中，武则天女帝的足迹犹存，每一砖一瓦都似乎诉说着她的传奇故事。
📍白马寺：白马寺是中国佛教的发源地和世界佛教文化交流的重要桥梁，钟声悠扬，祈福声声，心灵得以沉静与净化。
📍洛邑古城：洛邑古城，灯火阑珊处，古色古香，夜游其中，梦回大唐。
📍 老君山：登高老君山，云海翻腾间，道观隐现，是祈福求愿的圣地。
📍 洛阳博物馆是了解洛阳历史文化的绝佳去处，也是了解华夏文明的重要来源。
	
📍龙门石窟： 到了龙门石窟，佛龛密布，造像万千，可亲眼一睹到卢舍那大佛的慈悲微笑和万千佛像的庄严法相，见证佛教文化的辉煌与交融。
📍白云山：白云山与龙潭大峡谷，则是自然之美的极致展现，山峦叠翠，瀑布飞泻，尽享大自然的鬼斧神工。
📍丽景门：漫步丽景门，古城墙下，古街古巷，仿佛穿越回盛唐的繁华。
✅美食推荐：洛阳水席、牛肉汤羊肉汤豆腐汤、顾县肉合、浆面条、牡丹香糕、胡辣汤、洛阳锅贴等特的小吃，值得一试
#雪景只看老君山 #洛阳 #攻略 #洛阳旅游 #旅游不踩坑 #本地人做的攻略 #穷游攻略#小众旅行地 #洛阳三天两夜旅游攻略 #老君山下雪",972,1394,7,https://www.xiaohongshu.com/explore/6784d3fd000000001703e985?xsec_token=AB20F8D470Xjn7Rx2zzSNClao7XQpz-7widRYC0UbjW4g=&xsec_source=pc_search&source=web_explore_feed,https://sns-webpic-qc.xhscdn.com/202502281357/37b34aebf5c8f3491bf80c36066a9556/1040g00831cjd3rl4gu005ppo9gan355ccs89udg!nd_dft_wlteh_webp_3,爱旅游的花花,,
做完攻略后再来洛阳要，真的省💰啊,避坑又省钱的攻略来了，看到满意可以点个赞嗷#周末去哪儿 #洛阳 #老君山 #洛阳旅行 #老君山攻略 #老君山一日游 #洛阳旅游攻略,570,345,3,https://www.xiaohongshu.com/explore/674eca0d000000000202eabe?xsec_token=ABCdg24euvwT5lLuL_vdI_19-DCCK4lf3AVtDsa_wssCM=&xsec_source=pc_search&source=web_explore_feed,https://sns-webpic-qc.xhscdn.com/202502281357/2212bfba7a0f8361c0d7e3380055be07/1040g2sg31aukd2dl7e7g5p113ct4iclev4dfti0!nd_dft_wlteh_webp_3,在分享老君山登顶的小胖,,
洛阳四日游保姆级攻略，纯手写！字丑勿怪~,"🔥来洛阳玩，直接按这篇攻略走，不踩雷
⚠️路程安排➕景点介绍➕出行方式➕住宿小Tips➕本地特色美食➕洛阳三大演出怎么选择‼️
#本地人做的攻略 #洛阳旅行 #洛阳旅游攻略 #洛阳美食 #洛阳博物馆 #老君山 #人文景点分享 #龙门石窟 #洛邑古城 #国内游旅行攻略",9159,7323,231,https://www.xiaohongshu.com/explore/675a737d000000000700863f?xsec_token=AB40FcSNoAPzLMDz4aetpfMs4HzQewN7XlO7C9zLUKC5U=&xsec_source=pc_search&source=web_explore_feed,https://sns-webpic-qc.xhscdn.com/202502281357/6877eed39db1ac240f5b30eec109489c/1040g2sg31ba0qsm5na6g5pfd75n3ckj2uthoh60!nd_dft_wlteh_webp_3,小红薯65ED533E,,
洛阳宝藏玩法｜用最省钱的姿势解锁龙门石窟,"📍 路线规划（逆时针省腿版）
⏰7:30 抵达西北服务区（主入口别走错！）
→步行15分钟穿过商业街（忍住别购物）
→8:00开始西山石窟暴走模式（卢舍那大佛必拍📸）
→10:30过漫水桥到东山观景台（全景机位get）
→11:00东山石窟深度游（唐代浮雕别错过）
→12:30香山寺登高（蒋宋别墅超好拍）
→13:30白居易墓园（文艺青年打卡点）
→14:00返程建议坐电瓶车（保存体力！）
	
🍜 美食雷达
✅景区外推荐：
- 龙门李家三旦羊肉汤（10元管饱！）
- 老洛阳面馆（浆面条6元/碗）
- 牡丹鲜花饼（认准""万景祥""现烤款）
⚠️避雷警告：景区内餐饮贵2倍！烤肠都卖8元！
	
💰 费用清单（人均200玩转版）
门票：全价90元（学生证立省45！）
讲解：电子导览30元/台（可2人拼）
电瓶车：单程10元（返程必坐值回票价）
午餐：20元（牛肉汤+饼丝套餐）
交通：市区打车往返40元（4人拼车更划算）
	
💡 黄金省钱秘笈
1️⃣提前1天美团订票刷身份证入园（免排队！）
2️⃣自备水壶（景区5处免费饮水点）
3️⃣下午4点后停止入园但可蹲夜景（夏季限定！）
4️⃣蹭导游技巧：旅行团每15分钟一波，跟着听重点！
5️⃣纪念品去市区十字街买（价格砍半！）
	
🚫 血泪避坑指南
⚠️别穿汉服！石阶多到怀疑人生
⚠️别买""开过光""纪念品（出口商铺都是套路）
⚠️别相信野导（正规讲解员戴蓝牌）
⚠️别错过卢舍那大佛左侧小洞（武则天捐脂粉钱建的！）
⚠️别周日下午来（旅游团多到挤不上观景台）
	
📸 出片圣地标记
1️⃣宾阳三洞台阶（仰拍大佛绝佳角度）
2️⃣礼佛台（全景+伊河同框）
3️⃣香山寺九老堂（红墙竹影古风大片）
4️⃣白园诗廊（假装在京都的森系滤镜）
	
🌟 隐藏玩法
✔️集章党带本子！6个打卡点免费盖
✔️关注官微查""夜游龙门""开放时间
✔️带5元纸币（比照卢舍那大佛原型）
	
建议穿搭：运动鞋+防晒衣+遮阳帽
最佳季节：4月（牡丹花会期间绝美）
游玩时长：4-5小时（含拍照时间）
	
这样玩下来既避开人潮又省钱，关键还能拍出包场感！快收好这份保姆级攻略，穿越千年邂逅盛唐光影吧～#龙门石窟 #洛阳旅游 #穷游攻略",29,44,评论,https://www.xiaohongshu.com/explore/67bc57a7000000000903b01d?xsec_token=ABa24pGds3urSNzETqnEqRYTGnAOKQCoyFfda8g5Karac=&xsec_source=pc_search&source=web_explore_feed,https://sns-webpic-qc.xhscdn.com/202502281357/3959bbfb5da55d515b6076ab3f635c19/1040g00831e9ju72dgu604a5b6o6ib2kja3eo9j0!nd_dft_wlteh_webp_3,马孔多,,
真实鄙视链|大家来河南旅游的觉得怎么样？,"本土著整理出来这篇景点分级，快去打卡吧
河南真的太多好玩的地方，根本统计不完
-
📍河南落地交通选择：
郑州:新郑机场落地后可直接坐:地铁①城郊线转1号线到达市区②出租车:40分钟到市区，不到五十块
	
洛阳:
机场：如果目的地是洛阳建议直接落地洛阳机场
①公交:1路公交到市区②出租车:半个小时，30块钱
	
开封:高铁火车:①开封站②开封北站:高铁经停③开封宋城站:城铁站
①公交:票价一般为1-2元 ②出租车:起步价7元，2公里后每公里1.6元
-
河南避坑指南
➡️在景区吃饭时小心被宰，吃饭前先看好菜单价格地点尽量离景区远一些
➡️景点每天都限流，一定要提前预约，GZH预约，不然进不去的哦
➡️河南出行首选地铁，尤其是上下班高峰期，这个时候打车或者公交车都会堵到你怀疑人生，超级浪费时间
➡️景区附近的那种珍珠手链、工艺品之类的不要买，不是河南的特色，在网上都可以买得到了要租古装一定要去正规的店，不然会被坑，自己有的话可以带上
➡️不要在十字街吃东西，十字街只是包含了很多街道的统称
➡️在鼓楼主街上的东西，不正宗，往里面走小街上，才是好吃聚集地
➡️不要乘坐不正规或者低价的非营运车辆，更不要轻信和参加司机推荐的不正规旅游活动
➡️景点外面都有很多黄牛卖票，千万不要乱买，虽然价格很便宜，但是没有保障，买到假票就亏大了
-
美食推荐指南
🌲巴奴毛肚火锅:河南当地特色火锅。品质很高，可以尝试
🌲胡辣汤:早晨的第n顿，我被牛肉饼折服了，各种饼都很吃，但是胡辣汤真的辣，本地人也有点受不了，怕辣的朋友可以尝尝逍遥镇胡辣汤，小油条泡里面，真的香
🌲合记烩面(郑州人民路店):很多人推/荐打卡的一家，本地人超多，烩面味汤巨香，一定要来吃
🌲洛阳的龙鳞路第一家牛肉汤:本地人全都来吃过的，排队人真的非常多，乌拉拉推/荐过，早上来碗牛肉汤，加饼丝，葱油饼和方便面，巨巨巨好吃!
🌲洛阳水席:来洛阳一定要吃水席，主打汤汤水水，去司马水席楼，在十字街里，他家份量很大，洛阳燕菜，连汤肉片，腐乳肉夹饼都是特色，不踩雷很好吃
🌲鲜花饼:很多家售卖，可以尝尝，价格便宜，口味很多
🌲肉类:道口烧🐔、扣碗酥肉、洛宁蒸肉、鲤鱼焙面、老庙牛肉、桶子鸡、五香兔肉、固始鹅块,萝卜炖牛腩无名蹄花—奎星楼店
	
出去旅行一定要提前做好攻略呀！过来人含泪总结😭😭
	
春节就要到了，想来河南旅游的可以在⬇滴我，包优惠的
﻿#河南旅游﻿ ﻿#春节旅游﻿",2833,3377,241,https://www.xiaohongshu.com/explore/6765495300000000140220a0?xsec_token=ABkpQz6lNrNB6ai_l1sIYzQsX_ylkOM4rlsSfUrOLrHz4=&xsec_source=pc_search&source=web_explore_feed,https://sns-webpic-qc.xhscdn.com/202502281357/877c229cef3b3c44caed5216cd6736a1/spectrum/1040g0k031bkik0v7h2005pkvaoe947ngrkbhed8!nd_dft_wlteh_webp_3,河南择一旅行社有限公司,,
挑战每周末48h逃离郑州———洛阳站,"📍郑州
	
🚄来回火车79元➕🍱120元➕车费38元➕门票125元＝442元
✅早上7点出发啦😉
🚄G2001郑州➽洛阳龙门 46.5元 🕰️7:48-08:33
第1️⃣天：龙门石窟——洛阳博物馆——小府天街
第❶站:龙门石窟
🚗打车   11元  15min            9:30到达
营业时间8:00-18:00，🎫90元，一定要从西北服务区进，游玩路线:西山石窟➽过桥➽东山石窟➽香山寺➽白园
第❷站：洛阳博物馆
🚌99路2元  1h20min        2:30到达
开放时间：9:00-16:30 (周一闭馆)🎫免费需要提前预约哦~
第❸站:小府天街
🚗打车   10r   10min        17:00到达
去小府天街吃东西啦~🥰金牌虾饺皇 ，担担面，酸辣小土豆，豆豉凤爪，好吃好吃，回酒店休息啦~
第2⃣️天：白马寺——大运河博物馆——洛邑古城～十字街～丽景门～应天门
第❶站：白马寺
🚌56路 1.5元 1h            10:00到达
营业时间7:40-18:00🎫35元“中国第一古刹”白马寺。路线:天王殿→大雄殿 →清凉台→止语茶社→泰国佛殿→面甸佛殿→印度佛殿。可以逛逛拍照片~另外买到了🎃手串 好喜欢～
第❷站：大运河博物馆
🚌58转106  3元 1h           13:00到达
开馆时间:09:00-17:00（16:30停止入馆)🎫免费周一闭馆 总共三层 值得一看 记得提前预约哦~
第❸站:洛邑古城～十字街～丽景门～应天门
🚌 106路 1元 20min         16:00到达
具体见⬆️图4
	
回程✅19:00🚕 8元 12分钟
🚞 K736 洛阳➽郑州 19.5元 🕰️19：55-21:28
	
48小时逃离郑州第1⃣️站洛阳 挑战成功✅
很喜欢洛阳，周末找个小城逛逛，针不戳，下篇去开封啦~
#郑州周边游#周末去哪玩 #洛阳旅游攻略#旅行#郑州周末去哪玩 #龙门石窟#白马寺#路线#旅游攻略编辑部 #找个小城慢慢逛 #春游记 #上班族#周末旅行#大学生#特种兵旅游 #洛阳 #拍照",852,702,46,https://www.xiaohongshu.com/explore/65f023010000000014006b3d?xsec_token=ABB3V4wZNd4m9GadNnFkez8kV-EhPwArESx3Aaf3llNr4=&xsec_source=pc_search&source=web_explore_feed,https://sns-webpic-qc.xhscdn.com/202502281357/9d8dad6a9cc3cc51918b64756588c75d/1040g2sg31086ghfbmm005p6e55i2pf61gm3n270!nd_dft_wlteh_webp_3,小邵的周末旅行,,
听劝👂🏼2-4月来洛阳的姐妹🐴住,"风起洛阳城，花开盛世唐
又要到了春暖花开的好季节🥰
想一睹“唯有牡丹真国色，花开时节动京城”的盛世场面，一定要来一趟洛阳！！
攻略已给姐妹们准备好👌🏻赶快来抄作业吧～
.
🌺赏花地点
1⃣️王城公园
💐最佳观赏区：沉香楼周边
📍地址：中州中路312号
🎫：50r
2⃣️中国国花园
💐最佳观赏区：唐风隋影广场周边
📍地址：洛龙区龙门大道2号
🎫：50r
3⃣️隋唐城遗址植物园
💐最佳观赏区：九色园周边
📍地址：洛龙区王城大道281号
🎫：40r
4⃣️国家牡丹园
💐最佳观赏区：牡丹展览馆、凤丹林、九色台
📍地址：王城大道与310国道交叉口西1500米
🎫：40r
5⃣️国际牡丹园
💐最佳观赏区：华夏园、科技大温室
📍地址：机场路与王城大道交叉口西100米
🎫：50r
6⃣️神州牡丹园
💐最佳观赏区：国花坛、文化区
📍地址：洛白路3号（白马寺对面）
🎫：40r
7⃣️牡丹公园
📍地址：涧西区西苑路与牡丹路交叉口
🎫：免费
8⃣️西苑公园
📍地址：洛阳市涧西区南昌路与九都西路交叉口
🎫：免费
.
✅交通指南
1、公交、地铁：可以直接唰🐎
2、高铁：洛阳龙门站只通动车和高铁
3、火车站：洛阳站，只通普通列车
4、飞机：洛阳北郊机场，机场附近有2号线地铁可以到达市区
.
图文已授权@奶糕出游记 请不要误判
#洛阳 #洛阳旅行 #洛阳旅游 #春季赏花好去处 #洛阳牡丹 #游玩攻略 #旅游攻略 #洛阳美食 #洛阳打卡 #洛阳拍照",517,709,74,https://www.xiaohongshu.com/explore/67ad9626000000001701ea53?xsec_token=ABvoYsqKFndENxit8jt5r_UMlCaALm78IXQVcdjMxkWj8=&xsec_source=pc_search&source=web_explore_feed,https://sns-webpic-qc.xhscdn.com/202502281358/442b7809e121eeeacddf71aa62ccb944/1040g2sg31dq1n5ue0m9g5pp866ci15236tm0e50!nd_dft_wlteh_webp_3,邪恶银渐层🐱,,
3天2晚离京计划｜📍洛阳 超详攻略总结,"内容为本人亲测、便宜、好玩、城市攻略❗️
包含吃、喝、住、行、买…方方面面
立志成为大家的云导游、网络旅游搭子
直接拿着出发吧🏃‍♀️💨
	
【洛阳篇】
🚄交通时间：
北京坐高铁到洛阳站，大约3-4小时。💰368起
	
📍景点推荐：（图2️⃣是景点分布图）
1. 丽景门：洛阳古城西门，历史与美景并存
2. 十字街：美食与历史遗迹的完美交融
3. 洛邑古城：周朝古都，古今文化交汇点
4. 应天门：隋唐宫城南门，见证古都辉煌
5. 龙门石窟：石刻艺术巅峰，佛教文化瑰宝
6. 白马寺：佛教初传地，位居中国各大石窟之首
7. 洛阳博物馆：馆藏丰富，河洛文明探索地
8. 古墓博物馆：古墓原迹，超强震撼
	
🍲洛阳美食：
* 赵记甜咸牛肉汤丸子汤（丸子汤👍）
* 小冶东关甜牛肉汤（牛肉汤👍）
* 小街天府（糖醋麻辣小土豆、天府三丝👍）
	
🗺️游玩路线
第①天：丽景门➡️十字街➡️洛邑古城➡️应天门
第②天：白马寺➡️龙门石窟
第③天：洛阳博物馆➡️洛阳古墓博物馆
	
💰整体花销
* 交通：往返高铁票¥730起（二等座）
* 住宿：民宿🏨约¥100-300/晚
* 餐饮：人均¥70-80/天
* 门票：各景点门票平均¥50/人（洛阳博物馆抢不到票的，可以去买天子驾六博物馆票30元）
	
#中秋旅行推荐 #中秋去哪儿玩  #洛阳旅行 #洛阳美食 #游玩攻略 #我的小众旅行攻略 #洛阳博物馆#一键放映旅行攻略 #旅行记忆放映计划",642,607,40,https://www.xiaohongshu.com/explore/66da7875000000002603f5ab?xsec_token=ABKhy52oDvrXlzdjXiem5xQjikjlKwLV_pBz-gZlZEar4=&xsec_source=pc_search&source=web_explore_feed,https://sns-webpic-qc.xhscdn.com/202502281358/5c163a9de0ad9281d7cbb539ad78c92c/1040g2sg317d1e5k24a6g4004vanllvn2kbbapd8!nd_dft_wlteh_webp_3,Maxi麦麦,,
熬夜总结！没有比这个更详细的洛阳攻略！,#洛阳 #洛阳旅行 #洛阳攻略,287,288,6,https://www.xiaohongshu.com/explore/67015ea7000000002c02fa6b?xsec_token=ABHJeEF7vNEzdZrgyeN6DGrzkV_iGTNvJ_rwz0ly0XNG8=&xsec_source=pc_search&source=web_explore_feed,https://sns-webpic-qc.xhscdn.com/202502281358/38b4275693af2a0e7d1a1eff0e04a28d/1040g008318j11e6hk6005o7qd9g08h0hnlc2t98!nd_dft_wlteh_webp_3,鹿团子,,
大学生500两天勇闯洛阳所有景点！！,"周末要出门，最好的城市就是洛阳。
要历史有历史，要景点有景点，还有远赴人间惊鸿宴，老君山上吃泡面。
	
两天洛阳住宿怎么住？
	
建议高铁口酒店，便宜又干净，还方便坐车。
住宿花销大约是80-120一天，差不多八十多就能找到很好的住宿了。
第一天行程推荐
我是周六早上9:00到达洛阳的，在高铁站旁边酒店放了行李箱。
1、10:20，我骑共享单车（6km）到达龙门石窟，花费4元。
龙门石窟门口有共享单车停车点。
龙门石窟是洛阳经典景点，从北魏至今，1400余年。
三四座山全部都是佛像雕塑，震撼至极，整体需要4-5个小时。
门票为90，学生半价45。
	
2、2：00龙门石窟完毕，在龙门石窟出口简单吃饭，打车去白马寺。
去白马寺一定要打车，打车花费在20-60元，四人拼车应该20r就可以，打车只需要30min到达白马寺，公共交通则需要2.5小时，白马寺5:30就没办法进了，下午如果想玩，一定要打车。
白马寺门票为35r，学生半价17.5r。
白马寺是我国第一座官制寺庙，整个白马寺有三个寺区，像是泰国，印度佛寺都有相关建造，是去洛阳必须要去的一个景点。
白马寺整体为3个小时左右。
3、6：00乘坐公交车回市区。
8:00左右到达应天门，应天门附近有很多好吃的，可以美团提前团购。
9:00出去去洛邑古城，骑共享单车20min左右。
洛邑古城是一座古风小街市，适合拍照，夜色里也很出片。
但是整体不大，20min可以逛完，但如果拍照在一个小时左右。自己安排时间。
差不多十点左右回去睡觉。
	
第二天行程推荐（老君山一日游）
预订老君山单日游，250r左右，包老君山接送，包门票，包第一节缆车。
10：00第一节缆车坐完，如果有孩子和老年人建议坐第二节缆车，如果是想爬山，直接爬，绕山一周，最后到达金殿，整体2-3h。
老君山的山景非常惊艳，悬崖峭壁之间，有人家升起袅袅炊烟，穿着里衣偏厚一点，越往上越冷。
但是爬山热脱了外套需要里衣厚一点，不然容易感冒🤧。
1:00到达金殿，金殿附近有蜜雪冰城和瑞幸咖啡，和炸串，整体来说吃的喝的不算贵，如果不是很饿，喝杯奶茶最舒服，也省钱，蜜雪八块一杯，直接拿走。
2:00左右下山，三点半左右到山下吃饭，四点半大巴车发车。
约，七点左右到达高铁站。
回学校，或者回家！#洛阳 #女大学生勇闯自媒体 #大学生 #旅游",314,329,11,https://www.xiaohongshu.com/explore/6722514e000000001901ad70?xsec_token=ABc3MEdfxeT591PQVcJTVkaBDLycLZ-TTomn3GTVmiCd4=&xsec_source=pc_search&source=web_explore_feed,https://sns-webpic-qc.xhscdn.com/202502281358/a168ff8482631921227e1172de4a3fcf/1040g008319j6la376q605oio7980keme5sbf82o!nd_dft_wlteh_webp_3,贺白,,
